,date_commenced,claim,verdict
778,2000-10-11,current administration worked hard keep party table,1
779,2008-10-15,know role model woman reformer america,1
780,2008-10-15,never involved campaign,0
781,2016-10-09,going block grant medicaid state,1
782,2008-10-07,already weighed helped stabilize difficulty market company corporation institution today,0
783,2000-10-17,thought alternative might feel differently,1
784,1988-09-25,ferdinand marcos,0
785,1988-10-13,sandinistas came betrayed trust revolution said democracy done nothing solidify marxist domination country,1
786,1992-10-11,went one meeting heard stepping,0
787,2004-10-08,legislator make law judge interpret constitution,0
788,2012-10-22,israel palestinian closer reaching peace agreement,1
789,2016-10-09,well first let anyone country think pose risk u,1
790,2000-10-17,said contrast,0
791,2000-10-03,going make state make state,1
792,1992-10-19,let go back tax budget summit briefly,1
793,1992-10-11,important continue let industrial base deteriorate,1
794,1988-09-25,governor thompson illinois,0
795,2008-10-15,going put higher tax bracket going increase tax going cause able employ people joe trying realize american dream,0
796,2008-09-26,last august year ago,0
797,1984-10-21,need strong need prepared use strength must understand democracy,1
798,1984-10-07,chairman minnesotan kennedy president reagan chairman thing called democrat nixon,0
799,2016-10-19,rush say know president obama think important recognize criticizing government decade,0
800,2004-09-30,looked said need,0
801,1960-10-21,member senate foreign relation committee run presidency full knowledge great responsibility really given constitution force event field foreign affair,0
802,2012-10-16,clear demonstration,1
803,1992-10-15,care lot spent countless hour school,0
804,1980-10-28,soviet union sat table knowing gone forward unilateral concession without reciprocation whatsoever,1
805,2000-10-11,think kind exaggeration take pride american,1
806,2012-10-22,research mr president government investing company,0
807,2004-09-30,planning,1
808,2016-10-09,raising tax really high,1
809,1992-10-19,think win,1
810,1984-10-07,major question facing american people whether deal deficit get sake healthy recovery,1
811,1976-10-06,might say closing far foreign policy go mr kissinger president country,0
812,2004-09-30,opponent talk signing certain treaty,0
813,1960-09-26,believe word seen local community state assuming responsibility,1
814,1984-10-07,well start smile since kind word,1
815,1976-10-22,one governor avell averell harriman visited soviet union yugoslavia james schlesinger think accompanied uh china,0
816,2008-09-26,think right strategy,1
817,1984-10-21,mining harbor nicaragua violated international law,1
818,1996-10-16,seems president whoever president may one highest responsibility,1
819,2000-10-11,federal judge opinion current management program ordering state texas read judge language,0
820,1980-10-28,seen four war lifetime,0
821,2008-10-07,think important u reverse course central front terrorism,1
822,2016-10-19,know privileged see presidency close,0
823,2012-10-22,arm could used hurt u road,1
824,1960-09-26,mr truman came office nineteen uh forty four end war uh difficulty facing united state period transition price control lifted rather difficult use overall figure taking seven half year comparing last eight year,0
825,2004-09-30,thank much tonight jim,1
826,2008-09-26,wrote letter letter come college united state notion country earth could make tried,0
827,2004-10-13,remember lady houston texas told reading new civil right right,0
828,2004-10-08,answer question withdrawing world withdrawing manpower stationed america le rotation life easier family therefore likely likely able keep people volunteer army,1
829,2004-10-08,came away convinced worked ready work letting han blix job thoroughly go inspection push came shove u,1
830,2012-10-16,think interesting president said something day attack went rose garden said act terror,0
831,2004-10-13,used know goal minority set aside program try encourage ownership country,0
832,1992-10-11,grew depression,0
833,2004-10-13,sent budget man congress say going reduce deficit half five year,0
834,1996-10-06,moving right direction,1
835,1960-10-13,mean course best man nation produce,1
836,2008-09-26,lucky right could potentially happen short term outlay may see money,1
837,2008-10-07,country wealthy u people going bankrupt pay medical bill mother die cancer age spend last month life hospital room arguing insurance company saying may pre existing condition pay treatment something fundamentally wrong,0
838,2004-10-13,know choice make america treat people tolerance respect dignity,1
839,2008-09-26,iranian met ambassador crocker baghdad,0
840,2000-10-03,current system today meant lot lot senior really appreciate intention current system mentioned,1
841,2016-09-26,nato,1
842,1992-10-19,said well simple,0
843,1980-09-21,,0
844,2012-10-16,investment last eight year managed blind trust,0
845,1984-10-21,demanded apology vice president bush instead honored young men grieved family think wonderful american honored u,0
846,1984-10-21,must realistic nature leadership must grind away talk find way reducing difference particularly arm race concerned dangerous exercise soviet power,1
847,1992-10-11,questioned judgment character,0
848,1992-10-19,put cap growth spending good helped,0
849,1976-10-06,personally told president pack united state condone kind repressive measure taken country,0
850,1996-10-06,well jim think every american position responsibility concerned happened,1
851,1976-10-06,wanted preserve human dignity southern africa,1
852,2004-10-13,hospital went talk tell thinking,0
853,1996-10-06,said one day pat moynihan democrat say said history world,0
854,1996-10-16,first two different thing,1
855,1996-10-06,think america best day still ahead got build right bridge,1
856,2000-10-03,think important keep debt going completely eliminate,1
857,2016-09-26,heard many difficult choice face stress,0
858,2012-10-22,libya stood side people,0
859,2012-10-03,think frankly moral generation keep spending massively take knowing burden going passed next generation going paying interest principal life,1
860,2012-10-22,small business job come,0
861,1996-10-16,senator dole led opposition,0
862,2008-09-26,said history violence shia sunni,0
863,2004-10-13,also know free society people consenting adult live way want live,0
864,2000-10-03,tonight audience one elected state senator democrat former state wide officer democrat lot democrat debate want show support show know lead,0
865,2008-10-07,think,1
866,2012-10-03,come community college seeing great work done country opportunity train people job exist right,1
867,1992-10-19,think watching proceeding american banker assn think general feeling bank sound certainly comparison happened l bank stand right view,1
868,1960-09-26,think heap burden property tax already strained many community provide make sh insure opinion many child adequately educated many teacher adequately compensated,1
869,1976-09-23,undone since,0
870,1996-10-16,think came wife daughter prayer,0
871,2012-10-22,america help happen,1
872,1976-10-22,general brown indicated uh apology regret think uh situation settle matter,0
873,1984-10-07,know going say help,1
874,2008-10-15,nothing wrong u vigorous debate like tonight health care energy policy tax policy,0
875,2000-10-03,pas one generation next,1
876,2008-10-15,case going invest,1
877,1984-10-07,reference expensive spare part hammer costing,0
878,1988-09-25,vice president make decision decision,1
879,1996-10-16,seems also public trust,1
880,2016-10-19,would put train bus get country,1
881,2008-10-15,america need new direction,1
882,1992-10-15,gridlock right point example got international competitor simply could unload car ship comply see way street,0
883,2016-09-26,talked number,0
884,2016-10-09,want quickly say respect second amendment,1
885,2012-10-03,governor romney earlier mentioned bowles simpson commission,0
886,2012-10-22,born detroit,0
887,1960-10-13,also said moment ago would get money finance program revising tax law including depletion,0
888,1984-10-07,got deal problem u want president tell going make judgment,1
889,1992-10-11,little child month learns think well poorly,0
890,1988-10-13,unfair,1
891,1992-10-15,live state half adult hunting fishing license,0
892,2004-09-30,next four year continue strengthen homeland defense,1
893,1960-10-07,experience,0
894,2008-10-15,floor state senate time state senator voted present,0
895,2004-10-08,really think right watered,1
896,1984-10-07,mr president heard correctly said deficit anything interest rate,0
897,2000-10-03,said eight year ago campaigned prescription drug senior,0
898,1984-10-07,answer obviously result elected office promised new beginning,0
899,2012-10-22,said,0
900,1976-09-23,mandatory conservation measure yes,1
901,1996-10-16,one technical school one honor student high school,0
902,2008-10-15,proposed four specific thing think help,0
903,1988-10-13,two principle applied conventional force strategic force provided,1
904,2004-10-08,fox day new hampshire suffering parkinson want u stem cell embryonic stem cell,0
905,2012-10-22,world business year,0
906,2012-10-16,asked univision day,0
907,2012-10-22,unacceptable u essential president show strength beginning make clear acceptable acceptable,1
908,2012-10-16,trained people would end becoming boss course career,0
909,2008-09-26,know coming know past threatened extinction north korea know sung song bombing iran know know credible,0
910,2004-10-08,last summer flown,0
911,1996-10-06,attended private school time life,0
912,2012-10-16,heard governor specific beyond big bird eliminating funding planned parenthood term pay,0
913,2012-10-16,got two daughter want make sure opportunity anybody son,0
914,2012-10-16,think action taken president leader symbolic significance perhaps even material significance hope time could call people actually eyewitness,0
915,2000-10-11,want fishing troubled water middle east,1
916,2016-10-19,think take back mosul move syria take back raqqa,1
917,2000-10-17,want make sure public school system america keep promise one child left behind,1
918,2004-10-08,child left behind act voted,0
919,1996-10-16,family leave office certain,0
920,2016-09-26,country deep trouble,1
921,1988-09-25,flew combat mission last one manila,0
922,1960-09-26,question much federal government spends question government,1
923,1984-10-07,fact faith speaks u moral people hopefully accept rejoice,1
924,1980-10-28,said thought nuclear weaponry control nuclear arm,0
925,2016-10-09,obamacare total disaster,1
926,2008-09-26,strategy succeed,1
927,2016-10-09,tape,0
928,1988-10-13,sooner later credit card mentality going work,1
929,2012-10-16,someone ran business year balanced budget,0
930,1980-09-21,factor idea regard increase projected military spending believe would period time necessary,1
931,1996-10-06,need together,1
932,1988-09-25,think part crime infested neighborhood strong believer trying control crime neighborhood pleased endorsed policeman beat boston police department day,0
933,2012-10-16,hear governor romney say big coal guy mean keep mind governor governor massachusetts stood front coal plant pointed said plant kill took great pride shutting,0
934,2008-10-15,senator obama said signed piece paper said would take public financing campaign back long shot candidate keep word,0
935,1992-10-15,know like family leave childcare,0
936,1984-10-07,wife daughter presbyterian minister,0
937,1992-10-19,know public life long time one ever questioned role asked lot question thing happened long time ago think answered well could,0
938,1960-10-07,point fact visited cuba mr batista power,0
939,2000-10-03,governor get,0
940,2004-10-13,said good enough congressman senator choice senior ought choice,0
941,2004-10-08,pulled global warming declared dead even accept science,0
942,2004-10-13,give example,1
943,1996-10-16,think important lot people take care parent,0
944,2016-10-09,said going answer call clock morning,0
945,2000-10-03,think find difference reflected budget,1
946,1988-09-25,well,1
947,1992-10-15,live american dream,1
948,2000-10-17,spend good deal time talking young people standard speech stump usually end speech saying want ask something want direct especially young people audience,0
949,1996-10-06,urging vote mccain feingold bill,0
950,1996-10-16,got republican congress cutting spending finally said best four year ever,0
951,2004-09-30,yes steadfast resolved,1
952,1976-10-06,soviet union communist dominated government iraq neighbor iran iran ally united state,0
953,1992-10-11,well think one thing distinguishes experience,1
954,2000-10-11,warning sign clear,1
955,1960-10-07,secondly mr nixon continued state stated last week fantastic figure democratic budget would c uh platform would cost,0
956,2004-10-08,cost u revenue,0
957,2012-10-03,said time,0
958,2012-10-22,saw family showed missile come near child bedroom,0
959,1992-10-11,see fundamental difference,1
960,2008-10-15,got scar prove,0
961,1976-10-22,mean increased hire,1
962,1984-10-07,jerry falwell say mean get two three judge,0
963,2012-10-03,fairness governor romney said maintain traditional medicare alongside,0
964,1984-10-07,happen church belong part dogma,0
965,2016-10-09,know constitution president something called veto power,0
966,1984-10-21,better part year,0
967,2012-10-16,one reason one first first bill signed something called lily ledbetter bill,0
968,1996-10-16,hard get japan market everybody know,1
969,1988-10-13,going begin going go entitlement mean cutting deficit spending billion something like star war spending billion weapon system apparently vice president want keep back pocket place continue spend billion force u cut social security cut medicare cut basic entitlement people modest mean,1
970,2016-10-09,know nothing value know nothing love country,0
971,1992-10-11,take look middle east,1
972,2000-10-03,coal country west virginia yesterday,0
973,2004-10-08,went meet member security council week voted,0
974,2000-10-03,know governor one thing deal catastrophe,0
975,2004-10-13,much manpower much equipment,0
976,2004-09-30,know hardest hardest part job know committed troop harm way best provide comfort loved one lost son daughter husband wife,0
977,1984-10-21,think people allowed continue operating free,1
978,2016-10-19,poisoning blood youth plenty people,1
979,1976-10-22,think proper way describe aayuh chairman joint chief staff fought country thirty five year sure governor would agree,0
980,1960-09-26,condition would unbalance budget would grave national emergency serious recession,1
981,2000-10-11,disagreement,0
982,1980-10-28,happened favor piece legislation thought would better senior citizen provide better care one finally passed,1
983,2000-10-03,devoted year life public service said say entrust presidency may exciting politician work hard every day,1
984,1996-10-06,liked make sound exager little better made feel better,1
985,1980-09-21,well living american gone four war,0
986,2012-10-03,believe maintaining strength america military,1
987,1988-09-25,continued research also want strong conventional force,1
988,1984-10-21,president failure master opinion essential element arm control cost u dearly,1
989,1992-10-19,proposed,0
990,2016-10-09,also second amendment totally siege people like hillary clinton,1
991,2016-09-26,spoke sean hannity everybody refuse call sean hannity,0
992,2004-10-08,want join international criminal court popular certain capital europe,0
993,2016-10-09,lot excuse anderson lot write depreciation thing hillary senator allowed,0
994,1992-10-15,way got back,1
995,2004-09-30,problem think thing properly,0
996,1984-10-07,want get edge back science want policy headed president help close gap widening united state europe japan,1
997,2016-10-09,tell talk,1
998,1988-09-25,one reason first would like know program talking could talk merit program,1
999,2016-10-19,got along well would good,1
1000,2016-10-19,take look,1
1001,1988-09-25,met mr shevardnadze talked substance day,0
1002,2000-10-03,went austin high school,0
1003,2012-10-22,,1
1004,2008-10-15,need walk clinic,1
1005,2012-10-22,greatest ally region,0
1006,2012-10-03,plan put forward,1
1007,2012-10-22,u imposing sanction sanction place long time,0
1008,2004-09-30,said thing set successful could begin draw troop six month,1
1009,2004-10-13,choose blue cross blue shield,0
1010,1976-10-22,short constitutional amendment within confines supreme court ruling everything minimize need abortion better sex education family planning better adoptive procedure,1
1011,1960-10-21,run believe year united state great opportunity make move forward make determination home around world going reestablish vigorous society,1
1012,1992-10-11,pretty simple folk paying best else fails go copy people best spend le right,1
1013,1960-10-21,communist say come u look done,0
1014,2004-10-08,one important thing administration transformation,1
1015,2012-10-22,would indict,1
1016,2004-09-30,thing,1
1017,1960-09-26,often appraising whether moving ahead think federal government,1
1018,1988-10-13,believe must use clean safe nuclear power,1
1019,1960-10-21,seen u ignore africa,1
1020,2000-10-03,support freeing local district string federal money,1
1021,2012-10-22,certainly would help u middle east,1
1022,2000-10-11,faith tradition written book matthew heart treasure also,0
1023,2012-10-16,different theory,1
1024,1996-10-16,guaranteeing anything anybody anything except chance prove qualified chance prove could,1
1025,1976-09-23,think uh way get tax equity country give tax relief middle income people income roughly thousand twenty five thirty thousand dollar,1
1026,2004-09-30,course iraq central part war terror,1
1027,1988-10-13,saw ten grandchild jumping grandfather convention,0
1028,2000-10-17,quota tend pit one group people another,1
1029,1988-09-25,going cost government money,1
1030,1960-10-13,traveling country,0
1031,1992-10-15,little school everybody somebody individualism important,1
1032,2004-10-13,important,1
1033,2016-09-26,believe stamen,1
1034,1976-10-06,another thing like say international trade said op opening statement become arm merchant world,0
1035,2016-09-26,said finest deal ever seen,0
1036,1960-10-07,suggest however interest fairness could give benefit also believing belief,1
1037,2016-10-09,worked latino one first job politics south texas registering latino citizen able vote,0
1038,1984-10-21,everyone room practically tonight immigrant,0
1039,1996-10-16,jason appreciate much former military man,0
1040,1980-09-21,know called inflationary opponent man tonight,0
1041,1960-10-21,think enough,1
1042,2016-10-09,recall something said abraham lincoln seen wonderful steven spielberg movie called lincoln,0
1043,2016-10-09,yes think good question heard lot teacher parent concern thing said done campaign,0
1044,1960-09-26,concede area referred senator kennedy would spe federal government spend would spend,1
1045,2004-10-13,matter fact record ted kennedy colleague conservative senator massachusetts,0
1046,1996-10-16,told early,0
1047,2008-09-26,got post traumatic stress disorder yet get treatment,0
1048,2008-09-26,need fixed cost contract,1
1049,2008-09-26,way went went inside drove huge poster,0
1050,2004-09-30,well think listen fully agree one shift tactic iraq,1
1051,2000-10-03,got lot experience,0
1052,1996-10-06,event think look fact,1
1053,2004-09-30,pushed ally aside,1
1054,1988-10-13,would hope one thing could president recognize give kind recognition need deserve young people become hero tomorrow go public service go teaching go drug counseling go law enforcement hero generation yet come,1
1055,1976-10-22,extreme grasp advantage person pay expense middle income family still working living pay rich privilege poor working,1
1056,2000-10-17,also need next leader need patient,1
1057,1960-09-26,seem simply retread program truman administration preceded,0
1058,1960-09-26,senator kennedy suggested belief know way,0
1059,2012-10-22,help u compete china,1
1060,1984-10-07,promised would reduce tax,0
1061,2004-10-13,met backyard joe jan neill midland texas classic backyard barbecue,0
1062,2008-09-26,mentioned president dwight david eisenhower,0
1063,1992-10-19,honest philosophical difference,1
1064,2000-10-11,well mentioned third world debt,0
1065,2004-10-08,know said,1
1066,2004-10-13,beginning,1
1067,2008-10-15,somebody belief roe versus wade rightly decided,1
1068,2016-10-19,rest public going paying,1
1069,1980-10-28,howard southerner share basic belief region excessive government intrusion private affair american citizen also private affair free enterprise system,0
1070,2016-10-09,knock hell isi,1
1071,2000-10-03,standing big hollywood big trial lawyer,0
1072,2000-10-11,think ought federal liability protection depending upon whether standard met,1
1073,1960-10-07,let look also,1
1074,2008-10-07,say putin intended first place,1
1075,1996-10-06,american job opportunity,1
1076,1992-10-15,young man got navy multiple job offer,0
1077,1996-10-06,worked senator mitchell played guess debate warmup,0
1078,2004-10-13,hunting iowa last year sheriff one county pointed house back u said see house,0
1079,2012-10-16,come national security mean say,1
1080,1992-10-19,free reserved parking place natl airport servant,0
1081,2004-09-30,hopeful diplomacy would work iraq,0
1082,2004-09-30,showing iraq reason,1
1083,1988-09-25,government business people know engaged drug profiteering drug trafficking understand sends bad message young people little difficult understand reach youngster talked young people like country say want help,1
1084,2008-10-15,course bound democrat,1
1085,2000-10-17,record bringing people walk life administration administration better texas,0
1086,2012-10-22,people iran aspiration people around world better life,0
1087,2012-10-16,candy chance talk education much think important understand reform put place working governor around country seeing school one toughest kid starting succeed,0
1088,1992-10-19,raise tax middle class pay program,1
1089,1992-10-15,would bring pension expert country take look strengthen pension requirement enough guarantee,1
1090,2004-10-08,know even defense department issue memorandum saying bother applying assistance part reconstruction part original coalition,0
1091,1988-09-25,went built housing,0
1092,2012-10-16,need able get home clock making dinner kid get home school,0
1093,1992-10-19,television think,1
1094,1996-10-16,saving money depriving people care bad thing,1
1095,1980-10-28,know said mine,0
1096,1992-10-19,need financial reform need real financial reform banking reform legislation,1
1097,2016-10-09,great respect woman,1
1098,2012-10-16,china cheating year,0
1099,2008-10-07,allow iran get nuclear weapon,1
1100,1960-10-13,well ahead stay ahead provided confidence america run order build,1
1101,1976-10-06,secrecy surrounded foreign policy last year uh american people congress excluded,1
1102,2008-10-07,supporter senator obama warren buffett,0
1103,2016-10-09,going able,1
1104,2012-10-16,administration brought criminal action people drilling oil massive new resource,0
1105,1992-10-15,set strong example point sit capitol hill tomorrow night going talking government reform long subject let finish tonight,1
1106,2004-09-30,need firm resolved bringing justice,1
1107,2016-10-19,actually hear audio saying,0
1108,2012-10-22,way noticed skipped israel,0
1109,1960-09-26,farmer plant spring harvest fall,0
1110,2012-10-22,laid seven step crippling sanction number one,0
1111,2004-09-30,colin powell helped set summit,0
1112,1996-10-16,create job opportunity people welfare,1
1113,1976-10-22,last point major uh thrust got ta put people back work,1
1114,1988-09-25,think need remain strong,1
1115,2000-10-11,soon change allows people speak freely wanting develop kind blueprint help like u freedom free market political freedom,1
1116,1984-10-21,well say roundtabled sat chief staff said seems could logical step ultimate goal ultimate dream elimination nuclear weapon world,0
1117,2012-10-16,well katherine great question,1
1118,2004-09-30,opponent say going try change dynamic ground,0
1119,1996-10-06,let look fact,1
1120,1976-10-06,non nu oh uh nonproliferation may l called conference uh nuclear supplier,0
1121,2004-10-08,united state senate year,0
1122,1992-10-15,let first personal level,1
1123,1996-10-06,well blood pressure lower weight cholesterol make health issue campaign,0
1124,2000-10-03,four going say receive federal money measure third fourth fifth sixth seventh eighth grade,1
1125,2016-10-09,gotten see vicious commercial ever seen michelle obama talking hillary,0
1126,2016-10-09,justice scalia great judge died recently,0
1127,2016-10-09,master class watching president lincoln get congress approve th amendment,0
1128,2012-10-03,raise tax kill job,1
1129,1992-10-19,incumbent got look fact,0
1130,1960-10-21,senator kennedy referred vote communist china,0
1131,2012-10-03,say going replace dodd frank wall street reform know exactly one,0
1132,2008-09-26,think much le day,1
1133,2016-10-19,denigrating talking democracy,1
1134,2012-10-22,ended war iraq refocused attention afghanistan deliver surge troop,0
1135,1996-10-16,american job lost,1
1136,2016-10-19,yes need go baghdadi like went bin laden celebrity apprentice brought justice,0
1137,1980-10-28,repeat year opportunity realize produce million ton coal unequaled record history country,1
1138,2000-10-11,would make change,1
1139,2012-10-03,well four year ago running office traveling around conversation governor romney talk,0
1140,2004-09-30,tell president took american force degree coalesce african union prepared could never allow another rwanda,1
1141,2016-09-26,said focus terror also,0
1142,2016-10-19,leader wanted get gone smart,0
1143,1996-10-06,stay firm strong able bring cuba around well,1
1144,2008-09-26,system got cleaned,1
1145,2000-10-03,let make sure senior hear loud clear,1
1146,2012-10-22,next door course egypt,0
1147,1984-10-07,finally,0
1148,2000-10-03,whether force high morale high standing well equipped,1
1149,1976-10-22,gone two congressional committee following investigation committee overwhelmingly approved house senate likewise,0
1150,1992-10-11,told tax budget summit agreed tax increase could balance budget,0
1151,2012-10-22,present threat friend ultimately threat u iran nuclear material nuclear weapon could used u used threatening u,1
1152,2000-10-17,spent last quarter century fighting middle class working men woman united state america,0
1153,1960-09-26,united state standing still,1
1154,2016-10-19,know said done woman,1
1155,1996-10-06,well let say first happy commission deal appreciate senator dole social security commission,1
1156,2012-10-03,ann yesterday rally denver woman came baby arm said ann husband four job three year part time job,0
1157,2008-10-07,got show moral support georgia,1
1158,1992-10-19,never forget got airbus government owned privately owned consortium across europe,0
1159,2008-09-26,difference precondition preparation,0
1160,1996-10-16,know fell platform california chico back,0
1161,2000-10-03,chance work alan greenspan others crisis following collapse mexican peso,0
1162,2016-09-26,laid platform think would begin remedy problem criminal justice system,1
1163,1984-10-21,met son daughter,0
1164,2008-09-26,war started time war started said going quick easy,0
1165,1988-10-13,national park,0
1166,1988-09-25,major problem,1
1167,1992-10-11,china huge country broken many province,0
1168,1976-10-22,mr harriman talked leader yugoslavia think accurate say uh prospect opinion soviet union invading uh yugoslavia uh mr tito pas away,0
1169,2004-10-08,counsel people,0
1170,1996-10-16,say asked u play reasonable role know would respond,1
1171,2012-10-03,experience governor come lay piece legislation say way highway get lot done,1
1172,1996-10-06,thank jim thank mr president thank everyone watching listening,1
1173,1980-09-21,saw high school military,0
1174,1960-10-13,would say prestige high,1
1175,1988-10-13,give farm family decent income spending billion year farm subsidy sure,1
1176,2008-10-15,senator mccain actually agree two thing mentioned,0
1177,2000-10-03,favor testing way measuring performance,0
1178,2012-10-16,lot family good fortune whose son daughter husband survive,1
1179,2012-10-03,statement also say endowed creator right pursue happiness choose,0
1180,2012-10-22,middle east tumult,1
1181,2012-10-03,number two cut spending,1
1182,1960-10-13,strong trigger happy,1
1183,2012-10-22,want economy work world free open,1
1184,2016-10-19,want see deportation force donald talked action country,0
1185,2016-09-26,gang roaming street,0
1186,2012-10-16,said make sure china flooding domestic market cheap tire governor romney said protectionist helpful american worker,0
1187,1992-10-11,disagree mr perot,1
1188,2016-10-09,know every time take rebel whether iraq anywhere else arming people,0
1189,2008-10-15,ok right,1
1190,2016-10-19,insulted former miss universe alicia machado called eating machine,0
1191,2004-09-30,thank university miami say prayer good people state suffered lot,1
1192,2008-10-15,respect partial birth abortion completely supportive ban late term abortion partial birth otherwise long exception mother health life contain exception,0
1193,2000-10-11,support time,0
1194,1960-10-21,one issue stand rest one every american concerned regardless group may member regardless may live,1
1195,2000-10-03,science class supposed student,0
1196,1976-10-22,yes glad,1
1197,2008-09-26,supported ethnic cleansing genocide taking place,0
1198,2000-10-11,thought president made right decision joining nato bombing serbia,1
1199,1992-10-19,going lead way economic recession across world economic slowdown home,1
1200,1996-10-06,closing loophole going big corporation,0
1201,2000-10-03,guy named michael run school,0
1202,2000-10-11,running get thing done america,1
1203,2012-10-16,one reason able get many good woman part team recruiting effort,1
1204,2000-10-11,agree governor bush new accountability testing student,1
1205,2008-09-26,even seal yet,0
1206,2000-10-03,main issue,1
1207,2012-10-16,president characterization tax plan,1
1208,2012-10-22,governor come foreign policy seem want import foreign policy like social policy economic policy,0
1209,1960-10-21,field made recommendation confident move american economy ahead move firmly soundly never time soviet union able challenge superiority field,1
1210,2008-10-15,true senator mccain difference term need invest america american people,1
1211,1984-10-07,change come earlier,0
1212,1960-10-07,criticized failure administration use great influence persuade cuban government hold free election particularly,1
1213,1996-10-06,people experience people understand america people made know hard knock life,1
1214,1988-10-13,vice president talk national security,0
1215,1976-10-22,saw work saw make hard decision,0
1216,2012-10-03,idea taxing people putting people work never get,1
1217,2016-09-26,understand businessperson,0
1218,2012-10-22,happened came office,0
1219,1960-10-07,ought try meet problem,1
1220,1976-09-23,wait one year two year longer governor carter uh indicates,1
1221,2012-10-03,point think american people ask reason governor romney keeping plan replace secret good,1
1222,2000-10-03,think private school right take taxpayer money away public school time caley elli standing classroom,1
1223,1960-09-26,hundred thousand,0
1224,1984-10-07,position hold world live embassy get blown beirut supposed talk debate st understand pose threat several hundred people go church,0
1225,2016-10-09,lost particular well known one muhammad ali,0
1226,2012-10-03,talk,1
1227,1984-10-07,regard social security hope time minute mention say president never say never,1
1228,1996-10-16,visited chrysler dealership japan,0
1229,2016-10-19,used,0
1230,2016-09-26,say certainly relieved late father never business,0
1231,2000-10-17,quota help meet goal ownership small business example,1
1232,2004-09-30,president talked iraq center war terror,0
1233,2000-10-11,think foreign aid need used encourage market reform,1
1234,1984-10-07,live go bed night thinking true,1
1235,1960-10-21,served uh war,0
1236,2004-10-08,trying attack,0
1237,2000-10-17,big farm state,0
1238,1996-10-16,little foundation disabled called dole foundation,0
1239,1988-09-25,agree mr bush value important,1
1240,2012-10-03,kind policy want want get america energy secure,1
1241,1992-10-11,question,1
1242,2000-10-03,opponent think government surplus government money,1
1243,2012-10-16,call self deportation,0
1244,2000-10-11,well got part current administration right one member political party support former president bush persian gulf war resolution end war whatever reason finished way removed saddam hussein power,0
1245,1976-10-22,governor may heard uh established criterion selection vice president uh well established criterion person selected would fully qualified president united state,1
1246,2000-10-17,young man father senator opposed vietnam war,0
1247,2016-09-26,tell,1
1248,2012-10-16,governor romney different response,0
1249,2008-10-15,also entire life never forgotten came coming scranton fighting behalf working family remembering like see father lose job go downward spiral economically,0
1250,1992-10-11,matter life death,1
1251,2000-10-11,healthy folk healthy young kid say never get sick therefore need health care right,1
1252,1980-10-28,campaigning everywhere went mayor local official despair rapidly deteriorating central city nation,0
1253,2004-10-08,somebody asked question vetoed something,0
1254,2016-10-09,meet people time tell difference insurance meant family,0
1255,1992-10-15,well raised question father good line well rehearsed well delivered,0
1256,2012-10-16,going get aggressive energy policy million job country,1
1257,2012-10-22,day one label currency manipulator allows u apply tariff taking job,1
1258,1992-10-19,think fundamental country know getting,1
1259,1996-10-06,message people watching,1
1260,2016-10-19,well c v heller decision strongly extremely angry,0
1261,1988-10-13,applause politics twenty five year margaret lot election lost know learned loss,0
1262,2008-10-07,senator mccain talk small business,0
1263,1992-10-19,institution house representative everyone yelling clean house,0
1264,2012-10-03,get school competitive,1
1265,2000-10-17,vice president mentioned view long term military,0
1266,1984-10-21,know cia men stationed country world certainly central america,0
1267,2000-10-17,want honor among achievement,1
1268,2016-10-09,hope people check see yes spent year actually maybe little working help kid family,0
1269,1984-10-07,flow import country swamping american people,1
1270,1976-09-23,present bureaucratic structure federal government mess,1
1271,2004-10-08,would ruin quality health care america,1
1272,2008-10-07,went somalia peacemaking organization ended trying excuse peacekeeping organization ended trying peacemaker ended withdraw humiliation,0
1273,2000-10-03,want team,0
1274,2004-09-30,leave failed iraq,1
1275,2000-10-11,case nation building exercise haiti,0
1276,2004-10-13,blame entirely,1
1277,2004-10-08,remember going basement white house day committed troop last resort looking tommy frank general ground asking right plan right troop level,0
1278,2016-09-26,campaign manager patti doyle went campaign campaign president obama fought hard,1
1279,2008-09-26,tell town hall meeting wolfeboro new hampshire woman stood said senator mccain want honor wearing bracelet son name,0
1280,1996-10-16,separate map sign literally thousand delineation would west bank believe party get together good faith manner make agreement able impose peace middle east,0
1281,1984-10-07,tell think outrageous thing political dialog campaign one,1
1282,1992-10-15,believe free fair trade thing saved u,1
1283,2016-09-26,secretary state,0
1284,1976-09-23,never uh end inflationary spiral never balanced budget get people back work,1
1285,2000-10-03,opposed,1
1286,1984-10-07,think american people draw conclusion,1
1287,2008-10-07,fact senator mccain campaign chairman firm lobbyist behalf fannie mae,0
1288,2004-10-08,sorry time diplomacy,1
1289,1988-10-13,said going keep social security entitlement keep trust fund sound,0
1290,2008-09-26,comprehensively though,1
1291,2012-10-16,head epa said build coal plant,0
1292,2012-10-03,going forward status quo going cut american people struggling today,1
1293,1992-10-11,say separate think experience level,1
1294,2008-10-15,let talk one short term fix,1
1295,1988-09-25,senator bentsen plan beyond,1
1296,2004-10-08,want remind administration made decision safety,0
1297,1988-09-25,year old son let son compete sport little league afraid going get hurt able provide health insurance pay bill,0
1298,1988-09-25,think father houston tell youngster play little league ball go ball field afraid going get hurt,1
1299,2012-10-16,president plan,0
1300,2012-10-03,worked way high school education started secretary ended vice president local bank,0
