,date_commenced,claim,verdict
2978,1984-10-07,think part walter mondale former vice president,0
2979,1976-09-23,well matter fact jimmy carter governor,0
2980,1992-10-15,big program state teach mother father teach kid get ready school bill clinton governor,1
2981,2012-10-03,one unintended consequence dodd frank mitt romney governor,1
2982,2016-09-26,record show donald trump businessman,1
2983,2008-09-26,seems going strong home well strong abroad look bringing war close barack obama senator,0
2984,2008-10-15,looked camera debate senator clinton said sit negotiate john mccain public financing make decision tell american people truth john mccain senator,1
2985,1960-10-21,hope meet preliminary agreement four question least two even one would warrant meeting john f kennedy senator,0
2986,1960-10-13,mr nixon would add guarantee island five mile coast republic china never really protested communist seizing cuba ninety mile coast united state john f kennedy senator,1
2987,2016-10-09,want people forget talking reining cost highest priority next president affordable care act passed million got insurance hillary clinton secretary state,1
2988,1984-10-07,happy john kennedy elected john kennedy looked future courage saw needed done understood government walter mondale former vice president,0
2989,1992-10-15,since suggested format hope good bill clinton governor,0
2990,2016-10-09,saw first debate spend nearly week denigrating former miss universe harshest personal term hillary clinton secretary state,1
2991,1996-10-16,strongly favor federal bill repeal gag rule provider bill clinton president,0
2992,2000-10-11,think require state test student test school school district think go require teacher testing new teacher also al gore vice president,0
2993,1984-10-07,know going say help ronald reagan president,0
2994,1980-10-28,running ronald reagan governor,1
2995,1960-09-26,seventeen million american live sixty five average social security check seventy eight dollar month able sustain individually sustain social security system john f kennedy senator,1
2996,2016-10-19,call gold standard donald trump businessman,1
2997,2008-10-15,maybe asked sought proposed billion worth new spending want raise people tax time incredible challenge difficulty heartache american family john mccain senator,1
2998,1960-10-21,enough richard nixon vice president,0
2999,1984-10-07,one third ronald reagan president,1
3000,2016-09-26,think general douglas macarthur would like much donald trump businessman,0
3001,1984-10-21,question come want see america return policy weakness last year ronald reagan president,0
3002,1996-10-06,budget passed along speaker gingrich cut medicare billion necessary repair medicare trust fund bill clinton president,1
3003,2000-10-17,million new job low unemployment nationally al gore vice president,1
3004,2008-09-26,inform bad guy john mccain senator,0
3005,2000-10-03,look got biggest surplus american history al gore vice president,1
3006,2008-09-26,well look want make sure investing energy order free dependence foreign oil barack obama senator,0
3007,1980-09-21,speak confidence plan took state california population nation state nation would seventh ranking economic power world ronald reagan governor,1
3008,2008-10-15,senator mccain plan strong risk people would lose employer based health care barack obama senator,1
3009,2012-10-22,kind leadership shown region barack obama president,1
3010,1992-10-19,wish america kind record think people looking u tonight would like job lower spending burden government bill clinton governor,0
3011,2004-10-08,suggested get brit german french go make clear iranian expect party world give nuclear ambition george w bush president,0
3012,2012-10-03,plan like anything tried mitt romney governor,1
3013,1992-10-11,live state manufacturing job growth far outpaced nation last year created private sector job since mr bush president created entire rest country mr bush labor secretary said job growth enormous bill clinton governor,1
3014,2016-10-19,slaughtered donald trump businessman,1
3015,2016-10-09,believe saying guess politician donald trump businessman,0
3016,2016-09-26,wrote hillary clinton secretary,0
3017,1960-10-21,built house last seven year administration thirty percent previous administration richard nixon vice president,1
3018,2000-10-17,mean plan hiring bonus get new teacher public school within next four year al gore vice president,1
3019,2008-10-07,senator obama never taken leader party single issue john mccain senator,1
3020,2004-09-30,month ago many u pressing action john kerry senator,1
3021,2016-10-19,done thing help small business agriculture much else hillary clinton secretary state,1
3022,1996-10-16,one real success story work done bill clinton president,0
3023,2004-10-13,supported voted tax cut time john kerry senator,1
3024,1980-09-21,initial cost billion add additional cost construction system missile personnel add additional cost lifecycle system billion john anderson congressman,1
3025,1996-10-06,think right pas kassebaum kennedy bill say lose health insurance change job someone family sick bill clinton president,1
3026,1988-09-25,favor death penalty george bush vice president,0
3027,2000-10-17,want somebody belief better eight year ago ought go back kind policy back emphasizing tax cut mainly wealthy man al gore vice president,0
3028,2008-10-07,percent small business make year barack obama senator,1
3029,2008-10-15,people able stay home eventually value home went actually made money john mccain senator,1
3030,2008-10-07,mean repeat barack obama senator,0
3031,2016-10-19,gain last year since great recession gone top hillary clinton secretary state,1
3032,1980-10-28,hear comment governor reagan would stop reduce terrorism future jimmy carter president,1
3033,2008-09-26,think senator obama understands failed state pakistan musharraf came power john mccain senator,1
3034,1992-10-15,federal funding education substantially pell grant george bush president,1
3035,1976-09-23,ccc type program would appropriate channel money ah cha sharing private sector also local state government employ young people work jimmy carter governor,0
3036,2004-10-13,heard thing john kerry senator,0
3037,1996-10-06,seems selective memory bob dole senator,0
3038,2004-10-13,people qualify john kerry senator,1
3039,2000-10-17,people work washington c u congress united state senate george w bush governor,0
3040,1984-10-21,president know submarine missile recallable say percent strategic force conventional discovers year administration arm control effort failed know soviet missile land thing president must know command walter mondale former vice president,1
3041,2016-10-19,going start hiring people donald trump businessman,0
3042,1996-10-06,made every one eligible tax cut bill clinton president,1
3043,2016-10-19,think would great gesture donald trump businessman,0
3044,2008-09-26,one arizona solar john mccain senator,1
3045,2008-09-26,russia become nation fueled petro dollar basically kgb apparatchik run government john mccain senator,1
3046,1960-10-21,learned mistake richard nixon vice president,0
3047,2016-09-26,husband signed nafta one worst thing ever happened manufacturing industry donald trump businessman,1
3048,1992-10-19,spoken antisemitism racism think record member congress speaks george bush president,1
3049,2008-10-15,detroit dragged foot long term getting done barack obama senator,0
3050,2000-10-03,want hear problem got usa george w bush governor,0
3051,2004-10-13,could speed john kerry senator,0
3052,2004-09-30,understand serious consequence committing troop harm way george w bush president,0
3053,1992-10-11,one came away creating job american people george bush president,1
3054,1976-10-06,also almost brought israel knee uh yom kippur war called reassessment relationship israel jimmy carter governor,1
3055,1988-09-25,value begin top white house michael dukakis governor,0
3056,2008-10-15,recently key economic adviser asked seem specific program help young people go college response well know give money every interest group come along barack obama senator,1
3057,1960-10-07,mr herter secretary state said strategically undefensible john f kennedy senator,1
3058,1976-10-22,believe jimmy carter governor,0
3059,2000-10-11,know inspector iraq coalition place strong used george w bush governor,1
3060,2012-10-03,consequence system opportunity start bringing cost opposed leaving million people cold barack obama president,0
3061,2008-10-15,government spending gone completely control trillion dollar debt giving kid half trillion dollar owe china john mccain senator,1
3062,1992-10-15,look public education alone take account fact racial diversity poverty make big difference bill clinton governor,1
3063,2000-10-17,consequence federal portion federal money go parent parent go tutoring program another public school another private school george w bush governor,1
3064,1980-10-28,made decision stop trade iran result taking hostage announced consistently maintained since hostage released safely would make delivery item iran owns bought paid also frozen iranian asset would released jimmy carter president,1
3065,2016-10-09,business donald trump businessman,1
3066,2016-09-26,kind plan donald put forth would trickle economics hillary clinton secretary,1
3067,1976-10-22,reversal position uh burger court agree jimmy carter governor,1
3068,2012-10-16,keep saying look created million job mitt romney governor,1
3069,1992-10-11,personal income dropped people worked harder bill clinton governor,1
3070,1992-10-19,forty state believe george bush president,1
3071,2008-09-26,missing last eight year barack obama senator,0
3072,1976-10-06,country strong anymore respected anymore jimmy carter governor,0
3073,2004-10-13,therefore actual user health care purchaser health care george w bush president,1
3074,1980-09-21,would leave thought sir quite specific answer question course protect vital interest country became impossible could despite best effort asked congress put forward raise pay incentive allowance course would leave country go undefended john anderson congressman,0
3075,2004-09-30,yes steadfast resolved john kerry senator,0
3076,1980-10-28,mr carter became president inflation said ronald reagan governor,1
3077,1988-10-13,george bush year ago said social security basically welfare system michael dukakis governor,1
3078,1988-09-25,also want spend lot money additional program michael dukakis governor,0
3079,2016-09-26,trillion family wealth wiped hillary clinton secretary,1
3080,2012-10-03,look number cut make revenue raise barack obama president,0
3081,2004-10-13,realize today america spend billion help million low middle income family better afford college george w bush president,1
3082,2000-10-03,every new dollar propose spending health care governor bush spends tax cut wealthiest al gore vice president,1
3083,1980-09-21,meet destiny destiny build land mankind shining city hill ronald reagan governor,0
3084,1988-10-13,somebody bear responsibility michael dukakis governor,0
3085,1984-10-07,yes increase poverty lower rate increase preceding year got ronald reagan president,1
3086,2012-10-03,come corporate tax governor romney said want revenue neutral way close loophole deduction identified one thereby bring corporate rate barack obama president,1
3087,1984-10-07,religious people earth walter mondale former vice president,1
3088,1996-10-16,one thing would like say agree senator dole said bill clinton president,0
3089,2004-10-13,said would work real alliance john kerry senator,1
3090,1992-10-11,say germany cover everybody keep cost inflation hawaii cover people lower health care cost rest u rochester new york two third cost rest america bill clinton governor,1
3091,1960-09-26,dropping support price order limit production work highest uh surplus nine billion dollar worth john f kennedy senator,1
3092,1988-10-13,president negotiating soviet union simply want make unilateral cut george bush vice president,0
3093,1976-10-06,case helsinki agreement may good agreement beginning failed enforce called basket three part insures right people migrate join family free speak jimmy carter governor,1
3094,1976-10-22,crime serious criminal offense person prosecuted opinion going person us gun wrong reason gerald r ford president,0
3095,1976-09-23,present bureaucratic structure federal government mess jimmy carter governor,0
3096,1980-09-21,think u respect innocent life ronald reagan governor,0
3097,1960-10-21,challenge tonight deny administration sent least several mission persuade chiang kai shek withdrawal island john f kennedy senator,1
3098,2016-10-09,loan russia donald trump businessman,1
3099,1984-10-07,promised took office would reduce inflation ronald reagan president,1
3100,1992-10-19,trick american people ross perot independent candidate,0
3101,2004-10-13,think respect john kerry senator,0
3102,2016-10-19,well rather believe vladimir putin military civilian intelligence professional sworn protect u hillary clinton secretary state,0
3103,2004-09-30,iraq saw threat realized september th must take threat seriously fully materialize george w bush president,1
3104,2016-10-09,pay fine one woman donald trump businessman,1
3105,1992-10-19,implement nafta mexican trade agreement pay people dollar hour health care retirement pollution control et cetera et cetera et cetera going hear giant sucking sound job pulled country right time need tax base pay debt pay interest debt get house back order ross perot independent candidate,1
3106,1976-09-23,would prefer tax bill additional tax cut limitation federal spending gerald r ford president,0
3107,1996-10-16,recently ended drive delivery saying people kicked hospital insurance company baby bill clinton president,1
3108,1976-10-06,uh got chance tonight talk first leadership character country vision future jimmy carter governor,0
3109,1992-10-15,child get lost process ross perot independent candidate,0
3110,1984-10-21,turned maniacal fanatic slaughtered thousand thousand people calling execution ronald reagan president,1
3111,1976-09-23,uh grossly unbalanced tax system said earlier disgrace ah tax benefit percent em go percent richest people country jimmy carter governor,1
3112,1960-09-26,offered amendment john f kennedy senator,1
3113,1980-10-28,managed spite attempt arm limitation go forward biggest military build history man ronald reagan governor,1
3114,1992-10-11,cut defense spending george bush president,1
3115,1992-10-19,anybody else run middle class run economy ditch bill clinton governor,0
3116,2008-10-15,well let say would john mccain senator,0
3117,2004-09-30,first know state union message told congress nuclear material exist john kerry senator,1
3118,1980-10-28,called oil shock wherein price opec oil raised extraordinary degree jimmy carter president,1
3119,1988-10-13,must talking george bush vice president,0
3120,1960-10-07,hand found bill got legislative difficulty consequently action taken richard nixon vice president,1
3121,1992-10-19,th manufacturing job th reduction poverty th income increase bill clinton governor,1
3122,1992-10-11,well administration first major country stand abuse tiananmen square george bush president,1
3123,2000-10-17,al gore vice president,0
3124,2000-10-11,going people george w bush governor,1
3125,1988-10-13,going go forward stealth advance cruise missile good conventional force michael dukakis governor,0
3126,2012-10-16,good look forward barack obama president,0
3127,2004-10-08,say saddam might done year reason excuse john kerry senator,0
3128,1960-09-26,know senator kennedy suggested speech cleveland yesterday committee particularly effective richard nixon vice president,1
3129,1960-10-13,go say going change interest rate situation going get money way richard nixon vice president,0
3130,1960-09-26,voted favor proposal supported strongly think provided assistance teacher salary without chance federal control vote th mr nixon disagreed tie vote uh defeated breaking tie defeated proposal john f kennedy senator,1
3131,1996-10-06,still gave tax cut million working american got plan two year could passed already instead republican shut government try force budget plan take bill clinton president,1
3132,1960-10-07,knew flight going long reason broke conference richard nixon vice president,1
3133,2012-10-03,possible barack obama president,0
3134,2012-10-03,matter fact president ran office said year would brought cost insurance family family mitt romney governor,1
3135,2012-10-16,unemployment rate percent took office percent mitt romney governor,1
3136,2016-09-26,whether iran deal love gave billion back whether iran deal whether anything name almost name good deal donald trump businessman,1
3137,1980-09-21,begin recreate basic infrastructure great city america particularly upper midwest northeast simply going provide kind economic climate enable retain industry enable retain kind solid industrial base need provide job john anderson congressman,0
3138,2004-09-30,read front page america paper hour tape unlistened john kerry senator,1
3139,2016-10-09,quietly donald trump businessman,0
3140,2004-10-08,fewer water complaint since president george w bush president,1
3141,1988-10-13,going spend billion mx railroad car weapon system need afford help defense posture michael dukakis governor,1
3142,1976-10-06,secretary commerce subpoenaed congress reveal name business subject boycott jimmy carter governor,1
3143,1992-10-19,love fact people listen guy bad accent poor presentation manner talking flip chart minute want detail ross perot independent candidate,0
3144,2016-10-19,tape started donald trump businessman,1
3145,2012-10-22,cut tax time balanced budget mitt romney governor,1
3146,1992-10-15,woman elected bill clinton governor,1
3147,2012-10-03,energy critical president pointed correctly production oil gas u mitt romney governor,1
3148,2012-10-16,gone trillion national debt trillion national debt mitt romney governor,1
3149,2000-10-11,got done george w bush governor,1
3150,2016-10-09,hillary clinton term people come country many criminal illegal alien donald trump businessman,1
3151,2012-10-16,said middle income family would reduction health insurance premium year mitt romney governor,1
3152,1980-10-28,case alone determine interest country degree involvement country jimmy carter president,0
3153,2012-10-16,nature campaign seems campaign focused attacking person rather prescribing future thing like mitt romney governor,0
3154,2016-09-26,well wait important donald trump businessman,0
3155,2012-10-22,part american leadership making sure nation building home barack obama president,0
3156,2016-09-26,like respond might donald trump businessman,0
3157,1984-10-21,manual several thousand produced distributed ordering political assassination hiring criminal form terrorism walter mondale former vice president,1
3158,1984-10-07,tax cut think instrumental bringing economic recovery ronald reagan president,0
3159,2004-09-30,august july john kerry senator,1
3160,1992-10-15,time tell story ross perot independent candidate,0
3161,1996-10-16,need good strong economic package let private sector creates job bob dole senator,0
3162,1988-09-25,set level funding deployable deploy george bush vice president,0
3163,1996-10-16,balanced budget cover mammogram lady woman medicare also give respite care million plus family someone alzheimer bill clinton president,1
3164,1984-10-21,matter fact avoided arm control talk soviet union ronald reagan president,1
3165,1996-10-16,say believe yassir arafat want u send troop west bank bill clinton president,0
3166,2004-10-13,get defer tax john kerry senator,1
3167,2008-10-07,plotting kill american right barack obama senator,1
3168,1960-10-21,think judgment could made election successful john f kennedy senator,0
3169,1996-10-16,political year president playing politics medicare bob dole senator,0
3170,1976-10-06,believe uh mr frankel uh yugoslavian consider dominated soviet union gerald r ford president,0
3171,1988-10-13,think see one get kidded little old fashioned thing believe public service george bush vice president,0
3172,1980-10-28,two major carrier task force jimmy carter president,1
3173,1984-10-07,today plus percent ronald reagan president,1
3174,2016-10-09,laughed world happened donald trump businessman,0
3175,1992-10-19,yes took veto civil right quota bill believe quota think american people believe quota george bush president,1
3176,1996-10-06,seems talk call kenny great exaggerator bob dole senator,0
3177,2004-10-08,today le percent working together try bring deficit control george w bush president,1
3178,2000-10-17,washington c need george w bush governor,0
3179,1960-10-21,ambition determine greatness something written campaign poster richard nixon vice president,0
3180,1980-10-28,tax incentive induce creation business providing job forth area ronald reagan governor,0
3181,2012-10-16,instance would give driver license come illegally president would mitt romney governor,1
3182,2008-09-26,let clear earmark account billion last year budget barack obama senator,1
3183,2004-09-30,actually increased funding dealing nuclear proliferation percent since president george w bush president,1
3184,2012-10-22,look fact owe em trillion dollar owe people trillion total including mitt romney governor,1
3185,1984-10-21,signed legislation add ability deal along ally terrorist problem ronald reagan president,1
3186,2004-10-13,look country tried federally controlled health care george w bush president,0
3187,1992-10-11,give everything want ross perot independent candidate,0
3188,1984-10-07,think also know commission came year ago recommendation education excellence education ronald reagan president,1
3189,1992-10-19,jim permitted mr bush break rule said defend honor country bill clinton governor,1
3190,2008-09-26,spending billion dollar missile defense barack obama senator,1
3191,2016-10-09,favor getting rid carried interest year starting senator new york hillary clinton secretary state,1
3192,2004-10-13,separate unequal school system united state america john kerry senator,1
3193,2008-10-07,let look record well rhetoric john mccain senator,0
3194,2000-10-03,important make sure alliance strong possibly keep pressure mr milosevic george w bush governor,0
3195,2008-10-15,went bought mortgage john mccain senator,1
3196,2012-10-03,let point first board talking make decision treatment given barack obama president,1
3197,1984-10-07,job finished might thought twice seeking reelection job ronald reagan president,0
3198,1996-10-16,well hope made answer clear bob dole senator,0
3199,2004-10-08,know think country strongest lead world lead strong alliance john kerry senator,0
3200,1976-10-06,far respect people toward government far participating shaping uh concept commitment far trust country among nation world far dependence country meeting need obligation expressed ally far respect country even among potential adversary weak jimmy carter governor,0
3201,2016-10-09,president take work bipartisan work finding common ground able get along people get thing done washington hillary clinton secretary state,0
3202,2004-09-30,continue pursue policy disrupting proliferate weapon mass destruction george w bush president,0
3203,2004-09-30,guard oil ministry guard nuclear facility message lot people maybe wow maybe interested oil john kerry senator,0
3204,2016-09-26,think anybody know russia broke dnc donald trump businessman,1
3205,1996-10-16,well another thing bob dole senator,0
3206,2004-10-08,saw wisdom democrat primary came along howard dean anti war candidate began gain changed position george w bush president,1
3207,2004-10-08,remember sitting white house looking general saying need war george w bush president,0
3208,1988-09-25,agree lot position aclu george bush vice president,0
3209,2008-10-15,respect couple thing senator mccain said notion voted tax increase people making year disputed everybody looked claim senator mccain keep making barack obama senator,1
3210,1984-10-07,preserved safety net people true need country pure demagoguery way shut charitable program many people real need ronald reagan president,0
3211,1992-10-11,believe way get deficit control growth mandatory spending program raise tax american people george bush president,0
3212,1988-10-13,vice president united state think robert bork outstanding appointment cheer applause michael dukakis governor,0
3213,2012-10-16,president ran office said put place first year piece legislation file bill first year would reform immigration system protect legal immigration stop illegal immigration mitt romney governor,1
3214,2016-09-26,delete donald trump businessman,0
3215,1996-10-16,done eliminate affirmative action program think fair tighten others predecessor since affirmative action around bill clinton president,1
3216,2008-10-07,co payment go cost go skyrocketing cost make people le le able afford health insurance america john mccain senator,1
3217,2004-10-08,got lead world crack proliferation whole john kerry senator,0
3218,1960-10-13,extending administration commitment john f kennedy senator,1
3219,1992-10-15,thank much george bush president,0
3220,2004-09-30,president regret say secured le nuclear material last two year since two year preceding john kerry senator,1
3221,2016-10-19,violated red line sand made many mistake made mistake donald trump businessman,1
3222,2000-10-03,talking adding increasing program new bureaucrat george w bush governor,1
3223,1984-10-07,support measure told deep recession needed stimulation walter mondale former vice president,1
3224,1976-09-23,resulted also ability reshape court system prison system education system mental health program clear assignment responsibility authority also uh people understanding control government jimmy carter governor,1
3225,1996-10-06,back forth voted way voted way want better america go next century bob dole senator,0
3226,2000-10-11,thought president right thing mexico strongly supportive administration mexico george w bush governor,0
3227,2008-10-15,enough voucher therefore even though working john mccain senator,1
3228,2004-10-13,viewed service opportunity serve country george w bush president,0
3229,2016-09-26,see telling enemy everything want donald trump businessman,0
3230,1980-09-21,possibility oil continental shelf around united state stop think government taken million acre land circulation alaska alone believed geologist contain much line mineral energy source think government government restriction regulation creating energy crisis ronald reagan governor,1
3231,2012-10-16,million people waiting line get legally mitt romney governor,1
3232,1976-10-06,case done soviet domination eastern europe never ford administration gerald r ford president,1
3233,1992-10-15,shipped million job overseas strange situation process washington served cash become foreign lobbyist make month take leave work presidential campaign make sure got good contact go back ross perot independent candidate,1
3234,1976-10-06,say move one area world another jimmy carter governor,1
3235,2000-10-03,governor declined endorse idea even though republican well democratic leader congress endorsed al gore vice president,1
3236,1992-10-11,ross great speech quite simple bill clinton governor,0
3237,1976-10-22,one overwhelming result seen poll people feel plan anymore jimmy carter governor,0
3238,2004-09-30,incredible mess iraq billion john kerry senator,1
3239,2004-10-13,would largest increase government health care ever george w bush president,0
3240,1988-09-25,believe believe fundamental right wrong far use george bush vice president,0
3241,1960-09-26,far aid school construction concerned favor senator kennedy january year said favored rather aid teacher salary richard nixon vice president,1
3242,2004-10-08,trained end december george w bush president,1
3243,1976-09-23,see improvement performance congress present leadership gerald r ford president,0
3244,2012-10-22,said would provide guarantee able allow company go bankruptcy come bankruptcy mitt romney governor,1
3245,2004-09-30,president fact promised john kerry senator,1
3246,1980-09-21,seems totally belie claim heard president carter make day ago first president come forth real urban strategy meet problem urban america john anderson congressman,1
3247,1988-10-13,keep trust older men woman country george bush vice president,0
3248,1988-09-25,single important public health crisis single important public health emergency lifetime think number thing including supporting legislation moving congress commit nation resource find cure provide broad education prevention provide sensitive caring treatment victim aid michael dukakis governor,1
3249,1992-10-11,behavior using prone cause aid george bush president,0
3250,2016-09-26,well one thing start father gave small loan built company worth many many billion dollar greatest asset world say kind thinking country need donald trump businessman,1
3251,2016-09-26,number two said strongly nato could obsolete strong actually covered accurately new york time unusual new york time honest said focus terror donald trump businessman,1
3252,1976-10-06,deviation idealism deviation commitment major ally middle east israel yielding economic pressure part arab oil issue also tremendous indication ford administration addressed energy policy adequately jimmy carter governor,0
3253,2016-10-09,plan give wealthy corporation biggest tax cut ever bush tax cut least factor two hillary clinton secretary state,1
3254,1996-10-16,always bill clinton president,1
3255,2016-09-26,went judge police judge donald trump businessman,1
3256,2000-10-03,part social security system george w bush governor,1
3257,2004-10-13,appreciate much george w bush president,0
3258,2000-10-17,fortunate enough become president put hand bible swear uphold law land also swear uphold honor dignity office elected help god george w bush governor,0
3259,2012-10-22,sorry actually effort part president status force agreement concurred said number troop stayed mitt romney governor,1
3260,2016-10-09,going help african american donald trump businessman,0
3261,1992-10-11,think russia remember thinking many country ross perot independent candidate,0
3262,2004-10-13,ran one largest district attorney office america one ten largest john kerry senator,1
3263,1992-10-15,child get better start pre school program smaller class early grade one aggressive adult education program country bill clinton governor,0
3264,2008-10-15,fact business america today paying second highest tax rate anywhere world john mccain senator,1
3265,2016-09-26,got u mess hillary clinton secretary,1
3266,2012-10-22,optimistic future mitt romney governor,0
3267,2016-10-09,want problem country problem see going hundred thousand people coming syria know nothing donald trump businessman,1
3268,2004-09-30,opponent say ally war george w bush president,1
3269,2016-09-26,updating new standpoint donald trump businessman,1
3270,2008-09-26,problem spending freeze using hatchet need scalpel barack obama senator,0
3271,1988-09-25,best poverty program job dignity private sector george bush vice president,0
3272,1960-10-07,think many way election important since certainly almost century john f kennedy senator,0
3273,1992-10-19,see folk top said attention span american people minute watch ross perot independent candidate,1
3274,2016-10-19,going let company raided country lose job make product anymore donald trump businessman,0
3275,2012-10-22,say president united state united state america stood right side history barack obama president,0
3276,1960-10-13,really think anything could say president truman going cause age seventy six change particular speaking manner john f kennedy senator,0
3277,1992-10-15,year state rank first country job growth th manufacturing job growth th income growth th decline poverty bill clinton governor,1
3278,2012-10-03,well economy still growing slow mitt romney governor,1
3279,2016-09-26,tell lester nice donald trump businessman,0
3280,1980-09-21,got thousand thousand home owned government boarded vandalized taken mortgage foreclosure ronald reagan governor,1
3281,1996-10-16,think would help bob dole senator,0
3282,2016-10-19,talk going pay education going invest infrastructure going get cost prescription drug lot issue people talk time made clear going money hillary clinton secretary state,0
3283,1996-10-16,said partisan thing bill clinton president,0
3284,2004-10-08,president underfunded billion john kerry senator,1
3285,2004-10-08,president set strategy relies upon good military people execute strategy george w bush president,0
3286,2004-10-08,three thing try say changed position patriot act john kerry senator,1
3287,2008-10-07,understand ended invading country nothing osama bin laden al qaeda setting base camp safe haven train terrorist attack u barack obama senator,1
3288,1984-10-07,trying provide leadership election american people participate decision walter mondale former vice president,0
3289,2016-09-26,upset politician told politician done donald trump businessman,0
3290,1992-10-19,let give credit deserves organizing operation desert storm desert shield bill clinton governor,1
3291,1992-10-15,tell affected bill clinton governor,0
3292,2004-09-30,cut sort arbitrarily john kerry senator,1
3293,2012-10-16,took general motor bankrupt mitt romney governor,1
3294,2000-10-11,worried overcommitting military around world george w bush governor,0
3295,2004-09-30,pushed ally aside john kerry senator,0
3296,1984-10-07,said rate increase government spending percent ronald reagan president,1
3297,1984-10-21,report following explosion barrack disclosed taken step taken walter mondale former vice president,1
3298,2016-10-09,look horrible radical islamic terrorist donald trump businessman,1
3299,2012-10-16,first thing streamline legal immigration system reduce backlog make easier simpler cheaper people waiting line obeying law make sure come contribute country good economic growth barack obama president,1
3300,1996-10-06,president get million dollar trial lawyer probably like provision bob dole senator,1
3301,1988-09-25,course far make better yes better interdiction george bush vice president,0
3302,2000-10-11,promise never get another detail wrong al gore vice president,0
3303,2016-10-09,always allow people give money want donald trump businessman,0
3304,2012-10-22,twenty three million american still struggling find good job mitt romney governor,1
3305,1960-09-26,wanted tie social security john f kennedy senator,1
3306,2008-10-07,voted nearly billion dollar pork barrel earmark project including way million overhead projector planetarium chicago illinois john mccain senator,1
3307,2000-10-17,governor ought george w bush governor,0
3308,2004-10-08,right vetoed spending bill work together george w bush president,1
3309,1996-10-16,employer exempted bill clinton president,1
3310,1996-10-06,american medical hospital association nurse association catholic hospital association said hundred hospital could close people would hurt badly dole gingrich medicare plan vetoed bill clinton president,1
3311,2016-10-19,fighting get mosul donald trump businessman,1
3312,2016-09-26,happened job country economy generally look owe trillion donald trump businessman,1
3313,2012-10-03,ended war iraq promised going wind war afghanistan barack obama president,0
3314,2004-10-13,new question second question john kerry senator,0
3315,2000-10-03,shown know george w bush governor,0
3316,2012-10-22,kid coming college half find job today job commensurate college degree mitt romney governor,1
3317,2016-10-09,really owe apology donald trump businessman,0
3318,1992-10-11,call let know george bush president,0
3319,2004-10-08,know draw line john kerry senator,0
3320,2012-10-16,talk getting tough china keep mind governor romney invested company pioneer outsourcing china currently investing country company building surveillance equipment china spy folk barack obama president,1
3321,1980-09-21,bill right fact serving military could provide future college education ronald reagan governor,1
3322,1992-10-11,think learned anything vietnam first commit nation commit troop battlefield ross perot independent candidate,0
3323,2016-10-09,know big diversion tonight anything avoid talking campaign way exploding way republican leaving hillary clinton secretary state,1
3324,2012-10-16,help u grow barack obama president,0
3325,1960-10-21,minute effect action taken week cuba economy believe castro replace market easily latin america europe eastern europe john f kennedy senator,0
3326,2012-10-22,changing one conflict mitt romney governor,1
3327,1960-10-21,make statement said made john f kennedy senator,0
3328,2000-10-03,last eight year served national security council conflict came bosnia saw genocide heart europe violent war continent europe since world war ii al gore vice president,1
3329,1996-10-16,meanwhile started also look whether cigarette addictive enough federal food drug administration ban ability cigarette company advertise market distribute product kid bill clinton president,1
3330,1992-10-11,greatest repayment ever give recreate american dream child grandchild ross perot independent candidate,0
3331,2008-09-26,also recognize final verdict eight year failed economic policy promoted george bush supported senator mccain theory basically say shred regulation consumer protection give somehow prosperity trickle barack obama senator,1
3332,1960-10-07,connection senator kennedy criticized president ground expressing regret allowed flight take place summit conference immediately summit conference occurred richard nixon vice president,1
3333,2012-10-16,coal facility people lost job mitt romney governor,1
3334,1988-10-13,refuse measure one commitment whether going double spending george bush vice president,0
3335,2016-10-19,want tell hate clinton happened haiti clinton foundation disgrace donald trump businessman,0
3336,1960-10-13,strong program going forward department commerce richard nixon vice president,1
3337,1992-10-15,governor clinton program want tax spend billion new tax spend another george bush president,1
3338,1996-10-06,law used leverage get country help u move cuba democracy bill clinton president,0
3339,2004-09-30,almost every step way troop left extraordinarily difficult mission john kerry senator,0
3340,2000-10-11,maintained sanction al gore vice president,1
3341,1960-10-13,want quemoy matsu want formosa want world richard nixon vice president,0
3342,2012-10-16,mean middle next decade car buy going end going twice far gallon gas barack obama president,1
3343,2008-09-26,difference whether going funding troop barack obama senator,1
3344,2004-09-30,use american force best trained world go kill john kerry senator,1
3345,1976-09-23,best overall energy policy brief time discus jimmy carter governor,0
3346,1960-10-07,unless ready carry program like sixty battle economic survival people waging going lost john f kennedy senator,0
3347,2016-10-09,gentleman hillary donald trump businessman,0
3348,2000-10-11,want change need get somebody know bring republican democrat together get positive thing done america george w bush governor,0
3349,1996-10-06,america bob dole senator,0
3350,1992-10-19,white house staff increased expenditure considerably congress last year bush administration congress actually spent billion dollar le president bush asked spend bill clinton governor,1
3351,1996-10-06,administration fought balanced budget amendment vetoed balanced budget vetoed welfare reform twice list go mind bob dole senator,1
3352,2016-10-19,border security year hillary clinton secretary state,1
3353,1984-10-07,got another life involved walter mondale former vice president,0
3354,1996-10-16,half half million new job higher wage area manufacturing sale around world bill clinton president,1
3355,2016-10-09,like assad assad killing isi donald trump businessman,1
3356,1996-10-16,concluded japan trade agreement bill clinton president,1
3357,1980-10-28,oil well drilled taken year drilled ronald reagan governor,1
3358,1996-10-16,also capital gain people invest new small business hold investment five year bill clinton president,1
